,commitID,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
0,1_233b620488d8e1894bfa3a969d60868ea511d87class,5.28431,7.58333,2.29902,5.28431,5.05882,1.21569,0.14706,5.91667,2.26471,0.15824,-0.00546,-0.00546,3.75,0.13235,3.44118,0.10784,0.05882,0.14216,3.64216,0.0098,0,0,1.63235,0.01961,0.01471,1.56373,0,0.05392,0.36275,0,0.57353,29.73039,1.63725,0.34314,0.41176,0.05392,1.23529,0.82353,25.59804,7.57843,4.40686,6.62745,0.53922,0.0098,0,0,29.05882,16.03922,0
0,1_e8311737db32ef19a4d64cbb1a5ffadfae23140class,2.78378,4,1.21622,2.78378,6.02703,2,0.32432,7.40541,7.08108,0.22215,-0.17647,-0.17647,3.16216,0.13514,2.21622,0.35135,0.40541,0.18919,2.91892,0,0,0,1.45946,0.24324,0.08108,1.05405,0.2973,0.02703,0.35135,0,0.64865,35.72973,1.43243,0.2973,0.72973,0.51351,0.02703,6.64865,0.54054,4.08108,1.91892,4.72973,0.94595,0.08108,0.13514,0,44.51351,56.56757,0.83784
0,2_3658e4d9fe49ef927fd35f29ae595c82729cab7class,3.48174,5.42783,1.94609,3.48174,11.25391,1.22783,0.1287,8.11826,87.82087,0.15062,-0.00763,-0.00763,6.44696,0.51826,4.22783,0.31478,0.31478,1.58957,6.14957,0.05739,0.13043,0.04174,1.76348,0.68522,0.3513,1.05565,0.06957,0.28696,0.75652,0,1.87478,46.35826,3.10261,0.54087,1.85217,0.70783,0.56,10.55304,4.52,7.01739,2.46783,4.70783,0.91304,0.31826,0.02783,0,44.22261,27.92174,0.10957
1,1_02254c25b4012a1b1c36e829edee45f42affd25class,2.91188,5.18774,2.27586,2.91188,12.96935,1.31034,0.09195,7.90038,140.19157,0.17647,-0.07246,-0.07246,7.59004,0.5977,5.13793,0.341,0.15709,1.95402,7.26437,0.00766,0.01149,0.0613,1.78161,0.7318,0.44061,1.14559,0.06513,0.13027,0.69349,0,4.61303,50.08429,3.83908,0.60536,2.05364,0.58621,0.69732,11.0613,4.88506,7.74713,2.48276,4.61686,0.71264,0.42146,0.03448,0,47.54789,16.10345,0.04981
