,0
cbo,5.336734693877551
cboModified,9.698979591836734
fanin,4.362244897959184
fanout,5.336734693877551
wmc,4.658163265306122
dit,1.2142857142857142
noc,0.15816326530612246
rfc,5.73469387755102
lcom,2.1020408163265305
lcom*,0.15646261364102565
tcc,-0.005714285714285714
lcc,-0.005714285714285714
totalMethodsQty,3.520408163265306
staticMethodsQty,0.1326530612244898
publicMethodsQty,3.316326530612245
privateMethodsQty,0.08673469387755102
protectedMethodsQty,0.061224489795918366
defaultMethodsQty,0.05612244897959184
visibleMethodsQty,3.433673469387755
abstractMethodsQty,0.01020408163265306
finalMethodsQty,0.0
synchronizedMethodsQty,0.0
totalFieldsQty,1.6173469387755102
staticFieldsQty,0.02040816326530612
publicFieldsQty,0.015306122448979591
privateFieldsQty,1.5459183673469388
protectedFieldsQty,0.0
defaultFieldsQty,0.05612244897959184
finalFieldsQty,0.3979591836734694
synchronizedFieldsQty,0.0
nosi,0.6071428571428571
loc,27.18877551020408
returnQty,1.566326530612245
loopQty,0.336734693877551
comparisonsQty,0.34183673469387754
tryCatchQty,0.025510204081632654
parenthesizedExpsQty,1.2295918367346939
stringLiteralsQty,0.8724489795918368
numbersQty,20.877551020408163
assignmentsQty,6.974489795918367
mathOperationsQty,4.530612244897959
variablesQty,6.285714285714286
maxNestedBlocksQty,0.5408163265306123
anonymousClassesQty,0.01020408163265306
innerClassesQty,0.0
lambdasQty,0.0
uniqueWordsQty,28.03061224489796
modifiers,16.653061224489797
logStatementsQty,0.0
